0 0.00199601 99.8004
1e-05 -0.00198804 100.199
2e-05 0.0019801 99.802
3e-05 -0.0019722 100.197
4e-05 0.00196433 99.8036
5e-05 -0.00195648 100.196
6e-05 0.00194867 99.8051
7e-05 -0.00194089 100.194
8e-05 0.00193315 99.8067
9e-05 -0.00192543 100.193
0.0001 0.00191774 99.8082
0.00011 -0.00191009 100.191
0.00012 0.00190246 99.8098
0.00013 -0.00189487 100.189
0.00014 0.0018873 99.8113
0.00015 -0.00187977 100.188
0.00016 0.00187227 99.8128
0.00017 -0.00186479 100.186
0.00018 0.00185735 99.8143
0.00019 -0.00184993 100.185
0.0002 0.00184255 99.8157
0.00021 -0.00183519 100.184
0.00022 0.00182787 99.8172
0.00023 -0.00182057 100.182
0.00024 0.0018133 99.8187
0.00025 -0.00180606 100.181
0.00026 0.00179885 99.8201
0.00027 -0.00179167 100.179
0.00028 0.00178452 99.8215
0.00029 -0.0017774 100.178
0.0003 0.0017703 99.823
0.00031 -0.00176323 100.176
0.00032 0.00175619 99.8244
0.00033 -0.00174918 100.175
0.00034 0.0017422 99.8258
0.00035 -0.00173525 100.174
0.00036 0.00172832 99.8272
0.00037 -0.00172142 100.172
0.00038 0.00171455 99.8285
0.00039 -0.0017077 100.171
0.0004 0.00170089 99.8299
0.00041 -0.0016941 100.169
0.00042 0.00168733 99.8313
0.00043 -0.0016806 100.168
0.00044 0.00167389 99.8326
0.00045 -0.00166721 100.167
0.00046 0.00166055 99.8339
0.00047 -0.00165392 100.165
0.00048 0.00164732 99.8353
0.00049 -0.00164074 100.164
0.0005 0.00163419 99.8366
0.00051 -0.00162767 100.163
0.00052 0.00162117 99.8379
0.00053 -0.0016147 100.161
0.00054 0.00160825 99.8392
0.00055 -0.00160183 100.16
0.00056 0.00159544 99.8405
0.00057 -0.00158907 100.159
0.00058 0.00158273 99.8417
0.00059 -0.00157641 100.158
0.0006 0.00157011 99.843
0.00061 -0.00156385 100.156
0.00062 0.0015576 99.8442
0.00063 -0.00155139 100.155
0.00064 0.00154519 99.8455
0.00065 -0.00153902 100.154
0.00066 0.00153288 99.8467
0.00067 -0.00152676 100.153
0.00068 0.00152067 99.8479
0.00069 -0.0015146 100.151
0.0007 0.00150855 99.8491
0.00071 -0.00150253 100.15
0.00072 0.00149653 99.8503
0.00073 -0.00149056 100.149
0.00074 0.00148461 99.8515
0.00075 -0.00147868 100.148
0.00076 0.00147278 99.8527
0.00077 -0.0014669 100.147
0.00078 0.00146104 99.8539
0.00079 -0.00145521 100.146
0.0008 0.0014494 99.8551
0.00081 -0.00144361 100.144
0.00082 0.00143785 99.8562
0.00083 -0.00143211 100.143
0.00084 0.00142639 99.8574
0.00085 -0.0014207 100.142
0.00086 0.00141503 99.8585
0.00087 -0.00140938 100.141
0.00088 0.00140375 99.8596
0.00089 -0.00139815 100.14
0.0009 0.00139257 99.8607
0.00091 -0.00138701 100.139
0.00092 0.00138147 99.8619
0.00093 -0.00137596 100.138
0.00094 0.00137046 99.863
0.00095 -0.00136499 100.136
0.00096 0.00135954 99.864
0.00097 -0.00135412 100.135
0.00098 0.00134871 99.8651
0.00099 -0.00134333 100.134
0.001 6.70286e-08 32.9714
0.00101 6.70219e-08 32.9781
0.00102 6.70152e-08 32.9848
0.00103 6.70085e-08 32.9915
0.00104 6.70018e-08 32.9982
0.00105 6.69951e-08 33.0049
0.00106 6.69884e-08 33.0116
0.00107 6.69817e-08 33.0183
0.00108 6.6975e-08 33.025
0.00109 6.69683e-08 33.0317
0.0011 6.69616e-08 33.0384
0.00111 6.69549e-08 33.0451
0.00112 6.69482e-08 33.0518
0.00113 6.69415e-08 33.0585
0.00114 6.69348e-08 33.0652
0.00115 6.69281e-08 33.0719
0.00116 6.69215e-08 33.0785
0.00117 6.69148e-08 33.0852
0.00118 6.69081e-08 33.0919
0.00119 6.69014e-08 33.0986
0.0012 6.68947e-08 33.1053
0.00121 6.6888e-08 33.112
0.00122 6.68813e-08 33.1187
0.00123 6.68746e-08 33.1254
0.00124 6.68679e-08 33.1321
