0 99.0099 0.990099
1e-05 97.0493 2.95069
2e-05 95.1275 4.87246
3e-05 93.2438 6.75617
4e-05 91.3974 8.60259
5e-05 89.5876 10.4124
6e-05 87.8136 12.1864
7e-05 86.0747 13.9253
8e-05 84.3702 15.6298
9e-05 82.6995 17.3005
0.0001 81.0619 18.9381
0.00011 79.4567 20.5433
0.00012 77.8833 22.1167
0.00013 76.3411 23.6589
0.00014 74.8294 25.1706
0.00015 73.3476 26.6524
0.00016 71.8952 28.1048
0.00017 70.4715 29.5285
0.00018 69.076 30.924
0.00019 67.7082 32.2918
0.0002 66.3674 33.6326
0.00021 65.0532 34.9468
0.00022 63.765 36.235
0.00023 62.5024 37.4976
0.00024 61.2647 38.7353
0.00025 60.0515 39.9485
0.00026 58.8624 41.1376
0.00027 57.6968 42.3032
0.00028 56.5543 43.4457
0.00029 55.4344 44.5656
0.0003 54.3367 45.6633
0.00031 53.2607 46.7393
0.00032 52.2061 47.7939
0.00033 51.1723 48.8277
0.00034 50.159 49.841
0.00035 49.1657 50.8343
0.00036 48.1921 51.8079
0.00037 47.2378 52.7622
0.00038 46.3024 53.6976
0.00039 45.3856 54.6144
0.0004 44.4868 55.5132
0.00041 43.6059 56.3941
0.00042 42.7424 57.2576
0.00043 41.896 58.104
0.00044 41.0664 58.9336
0.00045 40.2532 59.7468
0.00046 39.4561 60.5439
0.00047 38.6748 61.3252
0.00048 37.909 62.091
0.00049 37.1583 62.8417
0.0005 36.4225 63.5775
0.00051 35.7013 64.2987
0.00052 34.9943 65.0057
0.00053 34.3013 65.6987
0.00054 33.6221 66.3779
0.00055 32.9563 67.0437
0.00056 32.3037 67.6963
0.00057 31.664 68.336
0.00058 31.037 68.963
0.00059 30.4224 69.5776
0.0006 29.82 70.18
0.00061 29.2295 70.7705
0.00062 28.6507 71.3493
0.00063 28.0834 71.9166
0.00064 27.5273 72.4727
0.00065 26.9822 73.0178
0.00066 26.4479 73.5521
0.00067 25.9242 74.0758
0.00068 25.4108 74.5892
0.00069 24.9076 75.0924
0.0007 24.4144 75.5856
0.00071 23.9309 76.0691
0.00072 23.4571 76.5429
0.00073 22.9926 77.0074
0.00074 22.5373 77.4627
0.00075 22.091 77.909
0.00076 21.6535 78.3465
0.00077 21.2248 78.7752
0.00078 20.8045 79.1955
0.00079 20.3925 79.6075
0.0008 19.9887 80.0113
0.00081 19.5929 80.4071
