0 0 0 0
0.0753804 0.0753804 0.0682313 0.0682313
0.150654 0.150654 0.1241 0.1241
0.225713 0.225713 0.169682 0.169682
0.300451 0.300451 0.206788 0.206788
0.374763 0.374763 0.236795 0.236795
0.448542 0.448542 0.260941 0.260941
0.521683 0.521683 0.280132 0.280132
0.594083 0.594083 0.295222 0.295222
0.665639 0.665639 0.306802 0.306802
0.736249 0.736249 0.315466 0.315466
0.805813 0.805813 0.321595 0.321595
0.874232 0.874232 0.32561 0.32561
0.941408 0.941408 0.32775 0.32775
1.00725 1.00725 0.32832 0.32832
1.07165 1.07165 0.327464 0.327464
1.13454 1.13454 0.325411 0.325411
1.19581 1.19581 0.322242 0.322242
1.25538 1.25538 0.318131 0.318131
1.31317 1.31317 0.31312 0.31312
1.36909 1.36909 0.307349 0.307349
1.42307 1.42307 0.300829 0.300829
1.47503 1.47503 0.29368 0.29368
1.52489 1.52488 0.285894 0.285894
1.57258 1.57258 0.277576 0.277576
1.61803 1.61803 0.268707 0.268707
1.66119 1.66119 0.259381 0.259381
1.70199 1.70199 0.249571 0.249571
1.74037 1.74037 0.239366 0.239366
1.77627 1.77627 0.228734 0.228734
1.80965 1.80965 0.217758 0.217758
1.84046 1.84046 0.206405 0.206405
1.86866 1.86866 0.194757 0.194757
1.8942 1.8942 0.182776 0.182776
1.91704 1.91704 0.170544 0.170544
1.93717 1.93717 0.158022 0.158022
1.95454 1.95454 0.145291 0.145291
1.96913 1.96913 0.132312 0.132312
1.98092 1.98092 0.119165 0.119165
1.9899 1.9899 0.105812 0.105812
1.99605 1.99605 0.0923308 0.0923307
1.99937 1.99937 0.0786839 0.0786838
1.99984 1.99984 0.0649501 0.06495
1.99747 1.99747 0.0510912 0.0510911
1.99227 1.99227 0.037186 0.0371859
1.98423 1.98423 0.0231963 0.0231962
1.97337 1.97337 0.00920089 0.0092008
1.95971 1.95971 -0.00483837 -0.00483847
1.94326 1.94326 -0.0188429 -0.018843
1.92406 1.92406 -0.0328509 -0.032851
1.90211 1.90211 -0.046784 -0.0467841
1.87747 1.87747 -0.0606804 -0.0606805
1.85015 1.85015 -0.0744621 -0.0744622
1.82021 1.82021 -0.0881676 -0.0881677
1.78768 1.78768 -0.101719 -0.101719
1.75261 1.75261 -0.115155 -0.115156
1.71505 1.71505 -0.128399 -0.128399
1.67506 1.67506 -0.14149 -0.14149
1.63268 1.63268 -0.154351 -0.154351
1.58798 1.58798 -0.167022 -0.167022
1.54103 1.54103 -0.179426 -0.179426
1.49188 1.49188 -0.191604 -0.191605
1.44062 1.44062 -0.203482 -0.203482
1.38731 1.38731 -0.215099 -0.215099
1.33202 1.33202 -0.226382 -0.226382
1.27485 1.27485 -0.237372 -0.237372
1.21586 1.21586 -0.247995 -0.247995
1.15515 1.15515 -0.258296 -0.258296
1.09279 1.09279 -0.2682 -0.2682
1.02888 1.02888 -0.277752 -0.277752
0.963507 0.963507 -0.286881 -0.286881
0.896766 0.896766 -0.29563 -0.29563
0.828751 0.828751 -0.303931 -0.303931
0.759558 0.759558 -0.311829 -0.311829
0.689286 0.689286 -0.319255 -0.319255
0.618034 0.618034 -0.326256 -0.326256
0.545904 0.545904 -0.332764 -0.332764
0.472998 0.472998 -0.338829 -0.338829
0.39942 0.39942 -0.344383 -0.344383
0.325274 0.325274 -0.349476 -0.349476
0.250666 0.250666 -0.354045 -0.354045
0.175702 0.175702 -0.358138 -0.358138
0.100489 0.100489 -0.361695 -0.361695
0.0251321 0.025132 -0.364765 -0.364765
-0.0502602 -0.0502603 -0.367289 -0.367289
-0.125581 -0.125581 -0.36932 -0.36932
-0.200723 -0.200724 -0.370797 -0.370797
-0.275581 -0.275581 -0.371776 -0.371776
-0.350046 -0.350046 -0.372198 -0.372198
-0.424014 -0.424014 -0.372119 -0.372119
-0.49738 -0.49738 -0.371483 -0.371483
-0.570039 -0.570039 -0.370348 -0.370348
-0.641887 -0.641887 -0.368658 -0.368658
-0.712824 -0.712824 -0.366473 -0.366473
-0.782747 -0.782747 -0.363738 -0.363738
-0.851559 -0.851559 -0.360515 -0.360515
-0.91916 -0.91916 -0.356751 -0.356751
-0.985455 -0.985455 -0.352509 -0.352509
-1.05035 -1.05035 -0.347737 -0.347737
-1.11375 -1.11375 -0.3425 -0.3425
-1.17557 -1.17557 -0.336747 -0.336747
-1.23572 -1.23572 -0.330545 -0.330545
-1.29411 -1.29411 -0.323844 -0.323844
-1.35067 -1.35067 -0.316711 -0.316711
-1.4053 -1.4053 -0.3091 -0.3091
-1.45794 -1.45794 -0.301078 -0.301078
-1.5085 -1.5085 -0.2926 -0.2926
-1.55692 -1.55692 -0.283735 -0.283734
-1.60313 -1.60313 -0.274437 -0.274437
-1.64707 -1.64707 -0.264779 -0.264779
-1.68866 -1.68866 -0.254715 -0.254715
-1.72785 -1.72785 -0.244318 -0.244318
-1.76458 -1.76458 -0.233546 -0.233546
-1.79881 -1.79881 -0.22247 -0.222469
-1.83048 -1.83048 -0.211049 -0.211049
-1.85955 -1.85955 -0.199357 -0.199357
-1.88598 -1.88598 -0.187353 -0.187353
-1.90973 -1.90973 -0.175111 -0.175111
-1.93076 -1.93076 -0.162592 -0.162592
-1.94905 -1.94905 -0.149871 -0.149871
-1.96457 -1.96457 -0.136908 -0.136908
-1.9773 -1.9773 -0.123779 -0.123779
-1.98722 -1.98722 -0.110446 -0.110445
-1.99432 -1.99432 -0.0969836 -0.0969835
-1.99858 -1.99858 -0.0833555 -0.0833554
-2 -2 -0.0696373 -0.0696372
-1.99858 -1.99858 -0.0557918 -0.0557917
-1.99432 -1.99432 -0.0418953 -0.0418952
-1.98722 -1.98722 -0.027911 -0.0279109
-1.9773 -1.9773 -0.0139153 -0.0139152
-1.96457 -1.96457 0.000128426 0.000128525
-1.94905 -1.94905 0.0141437 0.0141438
-1.93076 -1.93076 0.0281672 0.0281673
-1.90973 -1.90973 0.0421224 0.0421225
-1.88598 -1.88598 0.0560459 0.056046
-1.85955 -1.85955 0.0698616 0.0698617
-1.83048 -1.83048 0.0836062 0.0836063
-1.79881 -1.79881 0.0972038 0.0972039
-1.76458 -1.76458 0.110691 0.110692
-1.72785 -1.72785 0.123994 0.123994
-1.68866 -1.68866 0.137148 0.137148
-1.64707 -1.64707 0.150079 0.150079
-1.60313 -1.60313 0.162825 0.162825
-1.55692 -1.55692 0.175311 0.175311
-1.5085 -1.5085 0.187577 0.187577
-1.45794 -1.45794 0.199548 0.199548
-1.4053 -1.4053 0.211263 0.211263
-1.35067 -1.35067 0.22265 0.22265
-1.29411 -1.29411 0.233749 0.233749
-1.23572 -1.23572 0.244487 0.244487
-1.17557 -1.17557 0.254906 0.254906
-1.11375 -1.11375 0.264935 0.264935
-1.05035 -1.05035 0.274615 0.274615
-0.985455 -0.985455 0.283877 0.283878
-0.91916 -0.91916 0.292764 0.292764
-0.851559 -0.851559 0.301207 0.301207
-0.782747 -0.782747 0.309249 0.309249
-0.712824 -0.712824 0.316825 0.316825
-0.641887 -0.641887 0.323978 0.323978
-0.570039 -0.570039 0.330642 0.330642
-0.49738 -0.49738 0.336865 0.336865
-0.424014 -0.424014 0.342581 0.342581
-0.350046 -0.350046 0.347838 0.347838
-0.275581 -0.275581 0.352573 0.352573
-0.200723 -0.200723 0.356835 0.356835
-0.125581 -0.125581 0.360561 0.360561
-0.0502602 -0.0502602 0.363804 0.363804
0.0251321 0.0251321 0.366501 0.366501
0.100489 0.100489 0.368706 0.368706
0.175702 0.175702 0.370358 0.370358
0.250666 0.250666 0.371513 0.371513
0.325274 0.325274 0.372111 0.372111
0.39942 0.39942 0.372209 0.372209
0.472998 0.472998 0.371749 0.371749
0.545904 0.545904 0.37079 0.37079
0.618034 0.618034 0.369275 0.369275
0.689286 0.689286 0.367264 0.367264
0.759558 0.759558 0.364703 0.364703
0.828751 0.828751 0.361651 0.361651
0.896766 0.896766 0.358058 0.358058
0.963507 0.963507 0.353984 0.353984
1.02888 1.02888 0.349379 0.349379
1.09279 1.09279 0.344305 0.344305
1.15515 1.15515 0.338714 0.338714
1.21586 1.21586 0.332669 0.332669
1.27485 1.27485 0.326125 0.326124
1.33202 1.33202 0.319144 0.319144
1.38731 1.38731 0.311682 0.311682
1.44062 1.44062 0.303805 0.303805
1.49188 1.49188 0.295468 0.295468
1.54103 1.54103 0.28674 0.28674
1.58798 1.58798 0.277576 0.277576
1.63268 1.63268 0.268045 0.268045
1.67506 1.67506 0.258106 0.258106
1.71505 1.71505 0.247828 0.247828
1.75261 1.75261 0.23717 0.23717
1.78768 1.78768 0.226202 0.226202
1.82021 1.82021 0.214885 0.214885
1.85015 1.85015 0.203291 0.203291
1.87747 1.87747 0.19138 0.19138
1.90211 1.90211 0.179225 0.179225
1.92406 1.92406 0.166788 0.166787
1.94326 1.94326 0.154141 0.15414
1.95971 1.95971 0.141247 0.141247
1.97337 1.97337 0.12818 0.12818
1.98423 1.98423 0.114904 0.114904
1.99227 1.99227 0.101492 0.101492
1.99747 1.99747 0.0879079 0.0879078
1.99984 1.99984 0.0742265 0.0742264
1.99937 1.99937 0.0604123 0.0604122
1.99605 1.99605 0.0465395 0.0465394
1.9899 1.9899 0.0325734 0.0325733
1.98092 1.98092 0.0185882 0.0185881
1.96913 1.96913 0.00454931 0.00454921
